iter	RMSE
365	3442.665342
366	3442.354612
367	3438.175245
368	3433.175421
369	3431.802269
370	3429.886439
371	3426.060708
372	3422.20977
373	3421.43926
374	3420.935534
375	3417.941718
376	3413.558327
377	3411.724442
378	3408.121828
379	3404.072432
380	3398.871173
381	3396.802985
382	3392.949307
383	3388.492769
384	3383.228562
385	3377.407852
386	3373.683379
387	3368.704504
388	3363.781035
389	3361.803181
390	3360.110516
391	3358.062848
392	3356.932411
393	3355.11306
394	3354.341901
395	3352.217144
396	3347.644786
397	3345.611295
398	3343.77943
399	3339.821317
400	3336.332427
401	3335.950968
402	3334.016972
403	3328.64518
404	3328.324498
405	3324.360605
406	3320.890804
407	3316.847961
408	3316.147387
409	3312.37677
410	3310.466029
411	3307.437974
412	3306.586436
413	3304.398486
414	3302.563924
415	3300.678886
416	3300.529886
417	3299.899326
418	3294.968966
419	3293.833657
420	3290.032313
421	3285.536564
422	3284.456262
423	3280.504201
424	3276.282705
425	3273.372599
426	3271.507914
427	3268.01387
428	3267.41415
429	3265.233637
430	3262.883338
431	3259.535204
432	3255.205565
433	3253.022381
434	3246.250811
435	3244.290286
436	3242.568873
437	3239.789248
438	3239.060577
439	3237.253386
440	3233.827663
441	3230.772757
442	3227.010706
443	3225.235207
444	3222.934839
445	3221.372881
446	3220.461938
447	3217.35959
448	3213.445752
449	3212.862678
450	3211.374201
451	3210.897509
452	3208.215376
453	3206.858651
454	3206.015527
455	3204.38536
456	3200.781588
457	3197.098255
458	3195.187626
459	3192.950295
460	3190.948104
461	3189.402481
462	3187.17394
463	3183.284796
464	3181.152725
465	3178.689385
466	3177.240913
467	3176.480058
468	3175.701617
469	3172.572341
470	3169.028968
471	3168.107432
472	3165.203272
473	3163.73125
474	3160.931892
475	3159.288717
476	3157.23805
477	3155.205953
478	3152.061446
479	3147.895268
480	3144.415994
481	3143.715151
482	3141.86091
483	3139.247509
484	3137.571961
485	3135.120967
486	3133.28217
487	3132.383878
488	3129.306431
489	3128.632751
490	3125.340706
491	3124.698791
492	3120.586676
493	3119.175168
494	3116.817512
495	3113.097664
496	3111.122758
497	3107.975299
498	3105.837687
499	3105.1853
500	3103.406897
501	3100.418648
502	3099.848336
503	3095.954699
504	3094.948657
505	3091.624748
506	3087.61457
507	3086.920948
508	3082.673813
509	3080.318874
510	3078.944172
511	3077.112969
512	3074.989077
513	3072.803109
514	3071.408594
515	3069.647409
516	3066.273104
517	3063.61865
518	3059.888458
519	3058.015804
520	3055.74036
521	3054.787852
522	3051.053518
523	3050.42937
524	3049.527713
525	3046.26966
526	3045.44745
527	3044.788202
528	3042.990183
529	3038.870198
530	3034.676305
531	3032.139248
532	3030.580198
533	3028.865417
534	3027.193359
535	3023.523569
536	3021.857579
537	3020.280935
538	3016.131516
539	3013.504915
540	3011.94604
541	3009.372309
542	3008.232571
543	3004.308512
544	3001.956011
545	3000.521687
546	2999.63286
547	2998.519113
548	2997.911988
549	2993.425641
550	2991.045966
551	2990.319776
552	2989.691285
553	2988.07851
554	2986.539213
555	2980.570109
556	2979.651135
557	2979.097908
558	2975.840582
559	2974.187412
560	2971.186899
561	2969.632239
562	2967.097663
563	2966.1193
564	2964.172287
565	2962.784219
566	2962.56185
567	2960.860063
568	2959.699274
569	2958.545797
570	2956.989345
571	2953.391514
572	2951.717499
573	2948.47971
574	2947.797155
575	2946.388804
576	2945.522575
577	2944.354324
578	2940.809662
579	2937.004769
580	2936.281492
581	2934.893163
582	2934.149324
583	2931.78212
584	2930.234364
585	2927.052051
586	2925.35337
587	2923.995393
588	2923.200962
589	2917.480492
590	2912.03462
591	2909.318799
592	2907.927016
593	2906.049577
594	2904.109817
595	2903.138094
596	2901.752369
597	2899.306979
598	2897.105219
599	2895.062611
600	2893.948557
601	2891.649913
602	2890.108289
603	2889.173454
604	2887.765197
605	2887.25019
606	2885.918372
607	2884.786952
608	2882.106024
609	2880.966638
610	2879.841291
611	2877.438498
612	2875.109411
613	2873.650051
614	2871.799159
615	2869.673599
616	2868.329062
617	2866.87807
618	2865.911043
619	2864.003252
620	2862.49217
621	2857.584336
622	2857.235981
623	2855.827025
624	2855.087942
625	2853.177903
626	2852.540451
627	2850.564507
628	2849.290935
629	2847.661016
630	2845.714645
631	2843.642696
632	2842.775311
633	2841.271573
634	2839.582568
635	2838.518269
636	2837.896561
637	2835.693833
638	2832.778954
639	2827.7665
640	2824.912553
641	2823.62059
642	2818.606894
643	2818.127554
644	2816.786982
645	2815.731525
646	2811.882901
647	2810.235384
648	2808.348633
649	2807.083423
650	2805.438029
651	2803.94676
652	2802.133762
653	2800.913199
654	2798.790734
655	2798.102268
656	2794.13627
657	2792.793591
658	2791.305618
659	2789.978028
660	2788.769887
661	2787.874692
662	2786.705866
663	2785.838864
664	2783.872733
665	2783.284972
666	2781.841331
667	2780.071978
668	2778.332697
669	2774.951203
670	2773.495329
671	2772.369671
672	2771.28022
673	2769.858315
674	2769.442937
675	2768.329277
676	2767.415951
677	2766.481543
678	2765.918591
679	2764.254987
680	2762.748782
681	2760.971438
682	2759.664254
683	2758.394255
684	2756.79398
685	2755.916714
686	2755.283656
687	2752.575603
688	2750.097769
689	2749.101931
690	2748.391672
691	2746.973952
692	2746.039279
693	2744.450311
694	2742.094795
695	2740.502376
696	2737.75937
697	2735.959933
698	2735.692935
699	2734.871734
700	2730.611436
701	2729.230278
702	2725.822847
703	2721.585441
704	2720.446923
705	2719.890789
706	2718.484509
707	2714.963846
708	2711.037024
709	2710.431942
710	2707.604367
711	2707.272601
712	2706.766502
713	2704.060783
714	2703.334548
715	2702.225921
716	2700.609334
717	2699.637263
718	2698.318239
719	2696.530279
720	2695.582657
721	2695.09175
722	2694.072223
723	2691.467334
724	2690.400106
725	2688.979387
726	2688.533839
727	2686.285642
728	2685.128828
729	2684.677868
730	2682.733319
731	2678.883385
732	2676.87101
733	2674.743611
734	2673.572558
735	2672.299409
736	2671.44399
737	2670.077137
738	2667.963237
739	2666.655352
740	2664.185156
741	2661.202982
742	2660.206178
743	2657.696849
744	2657.132677
745	2655.767627
746	2652.137183
747	2650.447401
748	2648.946837
749	2647.923117
750	2647.446921
751	2646.156597
752	2644.224929
753	2642.144211
754	2641.564403
755	2640.620375
756	2637.724223
757	2634.904858
758	2631.32912
759	2630.373713
760	2627.751789
761	2626.313863
762	2624.462006
763	2621.277791
764	2621.015485
765	2620.163624
766	2619.324815
767	2615.940955
768	2615.146924
769	2614.156619
770	2611.375633
771	2610.091934
772	2609.255255
773	2605.872549
774	2602.580188
775	2600.436044
776	2599.059667
777	2597.94249
778	2597.180843
779	2595.603754
780	2595.169665
781	2594.350739
782	2591.200115
783	2590.345105
784	2586.878349
785	2586.150793
786	2585.046389
787	2584.355382
788	2583.062853
789	2582.268724
790	2579.04769
791	2578.21751
792	2577.16894
793	2576.610686
794	2575.450346
795	2574.491836
796	2573.949057
797	2571.303661
798	2570.334496
799	2569.86615
800	2566.400271
801	2563.963636
802	2563.435439
803	2562.500156
804	2559.715982
805	2559.308719
806	2558.429918
807	2557.905614
808	2555.669567
809	2553.517063
810	2552.468214
811	2551.120412
812	2550.343209
813	2548.010572
814	2544.659911
815	2544.232155
816	2540.983249
817	2537.991051
818	2534.52936
819	2532.592714
820	2531.296827
821	2530.269514
822	2529.088281
823	2528.302576
824	2527.320071
825	2526.781906
826	2524.940694
827	2524.299771
828	2524.039901
829	2522.580381
830	2519.84023
831	2519.206817
832	2518.899994
833	2517.844205
834	2517.441133
835	2515.212912
836	2512.757275
837	2512.000746
838	2510.982677
839	2508.703356
840	2508.237695
841	2507.393797
842	2506.017593
843	2505.84238
844	2503.366156
845	2500.942248
846	2500.376612
847	2499.642058
848	2496.089182
849	2494.752791
850	2493.592437
851	2489.998266
852	2489.125664
853	2488.734218
854	2486.188979
855	2484.976226
856	2484.47008
857	2483.494284
858	2482.968078
859	2482.182265
860	2481.151786
861	2480.511409
862	2478.713667
863	2476.532888
864	2475.81918
865	2473.510871
866	2471.067789
867	2470.15466
868	2469.180486
869	2466.462772
870	2465.17764
871	2464.413027
872	2463.363673
873	2460.605343
874	2459.1742
875	2457.57334
876	2455.626775
877	2452.345109
878	2452.160615
879	2451.127681
880	2450.688775
881	2447.342265
882	2444.808293
883	2443.250566
884	2442.361049
885	2441.441284
886	2439.959599
887	2438.239502
888	2437.152543
889	2436.169195
890	2433.959724
891	2432.128512
892	2431.479101
893	2430.910518
894	2429.341606
895	2428.366608
896	2427.336393
897	2425.225118
898	2422.123532
899	2420.070688
900	2419.201728
901	2418.183079
902	2416.959886
903	2415.123135
904	2412.318524
905	2411.469094
906	2410.498022
907	2409.909903
908	2408.222784
909	2407.324803
910	2406.188832
911	2405.331928
912	2404.10337
913	2401.391409
914	2399.987927
915	2399.344029
916	2397.582458
917	2396.160074
918	2393.078683
919	2392.462735
920	2390.721452
921	2389.659227
922	2387.07539
923	2386.507711
924	2385.065382
925	2383.514965
926	2380.452653
927	2379.528651
928	2376.97245
929	2374.704279
930	2373.716812
931	2372.847545
932	2372.15909
933	2369.376638
934	2368.453543
935	2366.615777
936	2365.703582
937	2364.246378
938	2363.284355
939	2362.953671
940	2361.444909
941	2361.016472
942	2359.102437
943	2358.131167
944	2357.852957
945	2356.626221
946	2355.725653
947	2355.159092
948	2354.319863
949	2353.857707
950	2353.06798
951	2351.959148
952	2349.44668
953	2349.11164
954	2348.405891
955	2347.705157
956	2346.342234
957	2345.56521
958	2344.523615
959	2343.366491
960	2342.593283
961	2340.788005
962	2339.228104
963	2337.82992
964	2337.354039
965	2336.008852
966	2335.456247
967	2335.005242
968	2333.426269
969	2332.62958
970	2330.199439
971	2329.450049
972	2328.953352
973	2328.155765
974	2327.731573
975	2327.016346
976	2326.138587
977	2325.024549
978	2323.492611
979	2321.734496
980	2321.342863
981	2321.016059
982	2318.578104
983	2317.96784
984	2317.267259
985	2315.917032
986	2315.302516
987	2313.699083
988	2313.005424
989	2311.404159
990	2308.619148
991	2307.228452
992	2306.256839
993	2305.40419
994	2304.987519
995	2304.421194
996	2303.690346
997	2303.136919
998	2302.504694
999	2301.91139
